"","x"
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-BH-A1FU-01A-11R-A14D-07",-1
"TCGA-A7-A0CE-01A-11R-A00Z-07",-1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-GI-A2C9-01A-11R-A21T-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-A7-A0DB-11A-33R-A089-07",1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-AC-A23H-01A-11R-A157-07",-1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-A7-A13G-01A-11R-A13Q-07",-1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-BH-A18U-01A-21R-A12D-07",-1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-BH-A0B5-01A-11R-A12P-07",-1
