"","x"
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-GI-A2C8-11A-22R-A16F-07",1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-E2-A15K-01A-11R-A12P-07",-1
"TCGA-E9-A1N5-01A-11R-A14D-07",-1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-A7-A13F-01A-11R-A12P-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-BH-A0DL-11A-13R-A115-07",1
