"","x"
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-A7-A0CE-01A-11R-A00Z-07",-1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-BH-A1EV-01A-11R-A137-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-BH-A0BW-11A-12R-A115-07",1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-E9-A1R7-11A-42R-A14M-07",1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-A7-A13F-01A-11R-A12P-07",-1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-AC-A23H-01A-11R-A157-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-E9-A1N6-11A-32R-A144-07",1
