"","x"
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-E2-A1LB-01A-11R-A144-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-A7-A0DB-11A-33R-A089-07",1
"TCGA-BH-A0DZ-01A-11R-A00Z-07",-1
"TCGA-BH-A1FM-11B-23R-A13Q-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-BH-A1F0-11B-23R-A137-07",1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
