"","x"
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-E2-A15K-01A-11R-A12P-07",-1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-A7-A0CH-01A-21R-A00Z-07",-1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-E9-A1N6-11A-32R-A144-07",1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-GI-A2C8-11A-22R-A16F-07",1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-A7-A13G-01A-11R-A13Q-07",-1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-BH-A1FR-11B-42R-A13Q-07",1
"TCGA-GI-A2C9-01A-11R-A21T-07",-1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-E9-A1RB-11A-33R-A157-07",1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-BH-A0AY-11A-23R-A089-07",1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
"TCGA-BH-A0H9-11A-22R-A466-07",1
