"","x"
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-E2-A15K-01A-11R-A12P-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A18S-01A-11R-A12D-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A1EV-11A-24R-A137-07",1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-BH-A1FM-11B-23R-A13Q-07",1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
