"","x"
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A0B3-01A-11R-A056-07",-1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A1FR-11B-42R-A13Q-07",1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-E9-A1R7-11A-42R-A14M-07",1
"TCGA-BH-A1EV-01A-11R-A137-07",-1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-AC-A23H-01A-11R-A157-07",-1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-BH-A18U-01A-21R-A12D-07",-1
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-GI-A2C8-11A-22R-A16F-07",1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A0DG-11A-43R-A12P-07",1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
