"","x"
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
"TCGA-E2-A1LB-01A-11R-A144-07",-1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-A7-A13G-01A-11R-A13Q-07",-1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-BH-A0DZ-01A-11R-A00Z-07",-1
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A1EV-01A-11R-A137-07",-1
