"","x"
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A203-01A-12R-A169-07",-1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-A7-A0DB-11A-33R-A089-07",1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-BH-A0B5-01A-11R-A12P-07",-1
"TCGA-E9-A1N5-01A-11R-A14D-07",-1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
