"","x"
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-BH-A0B3-01A-11R-A056-07",-1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-E9-A1RB-11A-33R-A157-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-BH-A1EU-11A-23R-A137-07",1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A203-01A-12R-A169-07",-1
"TCGA-E9-A1R7-11A-42R-A14M-07",1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-GI-A2C8-11A-22R-A16F-07",1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
