"","x"
"TCGA-BH-A0AY-11A-23R-A089-07",1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-E9-A1RF-11A-32R-A157-07",1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-BH-A0DH-01A-11R-A084-07",-1
"TCGA-BH-A1FU-01A-11R-A14D-07",-1
"TCGA-A7-A13G-01A-11R-A13Q-07",-1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-E9-A1N5-01A-11R-A14D-07",-1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A0BA-11A-22R-A19E-07",1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-BH-A0B3-01A-11R-A056-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A0B7-01A-12R-A115-07",-1
"TCGA-BH-A1FM-11B-23R-A13Q-07",1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
