"","x"
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-E9-A1N5-01A-11R-A14D-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-A7-A0D9-11A-53R-A089-07",1
