"","x"
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A0BV-11A-31R-A089-07",1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A0DO-01B-11R-A12D-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-BH-A1F0-11B-23R-A137-07",1
"TCGA-A7-A13F-01A-11R-A12P-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-BH-A0C0-01A-21R-A056-07",-1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
