"","x"
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-BH-A18N-11A-43R-A12D-07",1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A0AY-01A-21R-A00Z-07",-1
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-GI-A2C8-11A-22R-A16F-07",1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
