"","x"
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A0BW-11A-12R-A115-07",1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-BH-A1EV-11A-24R-A137-07",1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-E9-A1N6-11A-32R-A144-07",1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A0BA-11A-22R-A19E-07",1
"TCGA-BH-A0B7-01A-12R-A115-07",-1
"TCGA-BH-A18U-11A-23R-A12D-07",1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A0BT-01A-11R-A12P-07",-1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-E2-A1LB-01A-11R-A144-07",-1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A0AY-11A-23R-A089-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-BH-A0B5-01A-11R-A12P-07",-1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-BH-A0DH-01A-11R-A084-07",-1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
