"","x"
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-BH-A0DG-11A-43R-A12P-07",1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-A7-A0DB-11A-33R-A089-07",1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-E2-A1L7-11A-33R-A144-07",1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A1FU-01A-11R-A14D-07",-1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-E9-A1N5-01A-11R-A14D-07",-1
"TCGA-BH-A1EV-11A-24R-A137-07",1
