"","x"
"TCGA-BH-A0DZ-01A-11R-A00Z-07",-1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A1FR-11B-42R-A13Q-07",1
"TCGA-BH-A0B3-01A-11R-A056-07",-1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-E9-A1R7-11A-42R-A14M-07",1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-BH-A0AY-01A-21R-A00Z-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-A7-A0CE-11A-21R-A089-07",1
