"","x"
"TCGA-BH-A0BA-01A-11R-A056-07",-1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-E2-A1L7-11A-33R-A144-07",1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-A7-A0CH-01A-21R-A00Z-07",-1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-GI-A2C9-01A-11R-A21T-07",-1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
