"","x"
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A0BA-11A-22R-A19E-07",1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-BH-A0BA-01A-11R-A056-07",-1
"TCGA-BH-A1EV-01A-11R-A137-07",-1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-BH-A1FR-11B-42R-A13Q-07",1
"TCGA-E9-A1RF-11A-32R-A157-07",1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-BH-A0AY-01A-21R-A00Z-07",-1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
"TCGA-BH-A1FM-11B-23R-A13Q-07",1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A209-11A-42R-A157-07",1
