"","x"
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-BH-A1FM-11B-23R-A13Q-07",1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A0B3-01A-11R-A056-07",-1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A0BA-11A-22R-A19E-07",1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-BH-A0BV-11A-31R-A089-07",1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A18N-11A-43R-A12D-07",1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
