"","x"
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-BH-A0BA-01A-11R-A056-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-BH-A0DH-01A-11R-A084-07",-1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-E2-A1L7-11A-33R-A144-07",1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-E9-A1RF-11A-32R-A157-07",1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-A7-A13G-11A-51R-A13Q-07",1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
