"","x"
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A18U-01A-21R-A12D-07",-1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A1FM-11B-23R-A13Q-07",1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-E2-A1L7-11A-33R-A144-07",1
"TCGA-BH-A0C0-01A-21R-A056-07",-1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-E9-A1N6-11A-32R-A144-07",1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A0BT-01A-11R-A12P-07",-1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-BH-A203-01A-12R-A169-07",-1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
