"","x"
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-BH-A0AY-01A-21R-A00Z-07",-1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-BH-A0BA-01A-11R-A056-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-BH-A0DO-01B-11R-A12D-07",-1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-BH-A1EV-11A-24R-A137-07",1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-BH-A18U-01A-21R-A12D-07",-1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
