"","x"
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A1FR-11B-42R-A13Q-07",1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-A7-A0CE-01A-11R-A00Z-07",-1
"TCGA-BH-A0BT-01A-11R-A12P-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-A7-A0CH-01A-21R-A00Z-07",-1
"TCGA-BH-A203-01A-12R-A169-07",-1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
