"","x"
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-A7-A13G-11A-51R-A13Q-07",1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-GI-A2C9-01A-11R-A21T-07",-1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-BH-A0DZ-01A-11R-A00Z-07",-1
"TCGA-BH-A0H7-01A-13R-A056-07",-1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-E2-A1LB-01A-11R-A144-07",-1
"TCGA-BH-A1EU-01A-11R-A137-07",-1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-BH-A0BV-11A-31R-A089-07",1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
