"","x"
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A0BW-11A-12R-A115-07",1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A0BT-01A-11R-A12P-07",-1
"TCGA-BH-A0H7-01A-13R-A056-07",-1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A18U-11A-23R-A12D-07",1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-GI-A2C8-11A-22R-A16F-07",1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
