"","x"
"TCGA-E2-A1L7-11A-33R-A144-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-E9-A1RB-11A-33R-A157-07",1
"TCGA-A7-A0DB-11A-33R-A089-07",1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A1EV-11A-24R-A137-07",1
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-E2-A15K-01A-11R-A12P-07",-1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A18N-11A-43R-A12D-07",1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A1FM-11B-23R-A13Q-07",1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-A7-A0CE-01A-11R-A00Z-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-GI-A2C8-11A-22R-A16F-07",1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
