"","x"
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-BH-A1FR-11B-42R-A13Q-07",1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-A7-A13G-01A-11R-A13Q-07",-1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-A7-A0CE-01A-11R-A00Z-07",-1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-A7-A13G-11A-51R-A13Q-07",1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
