"","x"
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-BH-A1EU-11A-23R-A137-07",1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-E9-A1RF-11A-32R-A157-07",1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A0DZ-01A-11R-A00Z-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-BH-A18N-11A-43R-A12D-07",1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A0DG-11A-43R-A12P-07",1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-BH-A0DH-01A-11R-A084-07",-1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-A7-A13F-01A-11R-A12P-07",-1
"TCGA-BH-A0B7-01A-12R-A115-07",-1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A0C0-01A-21R-A056-07",-1
