"","x"
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-GI-A2C9-01A-11R-A21T-07",-1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-BH-A0H7-01A-13R-A056-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-BH-A0B5-01A-11R-A12P-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-E9-A1N6-11A-32R-A144-07",1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-A7-A0CH-01A-21R-A00Z-07",-1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-E9-A1RF-11A-32R-A157-07",1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
