"","x"
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
"TCGA-A7-A0DB-11A-33R-A089-07",1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-BH-A1EU-11A-23R-A137-07",1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-A7-A13G-11A-51R-A13Q-07",1
"TCGA-BH-A1FU-01A-11R-A14D-07",-1
"TCGA-E2-A1LB-01A-11R-A144-07",-1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-BH-A1EU-01A-11R-A137-07",-1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
