"","x"
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-E2-A15K-01A-11R-A12P-07",-1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A0BT-01A-11R-A12P-07",-1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-E2-A1LB-01A-11R-A144-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A0AY-01A-21R-A00Z-07",-1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
