"","x"
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A1EU-01A-11R-A137-07",-1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-BH-A1FR-11B-42R-A13Q-07",1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A1EU-11A-23R-A137-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-BH-A203-11A-42R-A169-07",1
