"","x"
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-BH-A1F0-11B-23R-A137-07",1
"TCGA-BH-A0AY-01A-21R-A00Z-07",-1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-A7-A0DB-11A-33R-A089-07",1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A18N-11A-43R-A12D-07",1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A0B3-01A-11R-A056-07",-1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-E9-A1N5-01A-11R-A14D-07",-1
"TCGA-BH-A1EV-11A-24R-A137-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-BH-A0AY-11A-23R-A089-07",1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
