"","x"
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-A7-A13G-11A-51R-A13Q-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-E9-A1N6-11A-32R-A144-07",1
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A0BA-11A-22R-A19E-07",1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-A7-A13F-01A-11R-A12P-07",-1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-E9-A1R7-11A-42R-A14M-07",1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-BH-A18N-11A-43R-A12D-07",1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
