"","x"
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-BH-A0BV-11A-31R-A089-07",1
"TCGA-BH-A0DO-01B-11R-A12D-07",-1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-AC-A23H-01A-11R-A157-07",-1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-E9-A1N5-01A-11R-A14D-07",-1
"TCGA-A7-A13G-01A-11R-A13Q-07",-1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
