"","x"
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-E2-A1LB-01A-11R-A144-07",-1
"TCGA-BH-A0AY-11A-23R-A089-07",1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A18U-11A-23R-A12D-07",1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-BH-A0H7-01A-13R-A056-07",-1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-BH-A0DH-01A-11R-A084-07",-1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A0C3-11A-23R-A12P-07",1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-BH-A0AY-01A-21R-A00Z-07",-1
"TCGA-GI-A2C9-01A-11R-A21T-07",-1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A0BT-01A-11R-A12P-07",-1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-E9-A1RD-11A-33R-A157-07",1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-BH-A0DZ-01A-11R-A00Z-07",-1
"TCGA-A7-A13E-11A-61R-A12P-07",1
