"","x"
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-E9-A1RB-11A-33R-A157-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-BH-A0DO-01B-11R-A12D-07",-1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-BH-A0BA-01A-11R-A056-07",-1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-A7-A0DB-11A-33R-A089-07",1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-BH-A0AY-11A-23R-A089-07",1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
