"","x"
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-BH-A0H7-01A-13R-A056-07",-1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-BH-A0DG-11A-43R-A12P-07",1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-BH-A0C3-11A-23R-A12P-07",1
"TCGA-BH-A0BT-01A-11R-A12P-07",-1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-E9-A1R7-11A-42R-A14M-07",1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-GI-A2C9-01A-11R-A21T-07",-1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A0AY-11A-23R-A089-07",1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
