"","x"
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-A7-A13F-01A-11R-A12P-07",-1
"TCGA-BH-A0B5-01A-11R-A12P-07",-1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-E9-A1N5-01A-11R-A14D-07",-1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-BH-A1FU-01A-11R-A14D-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-BH-A0DO-01B-11R-A12D-07",-1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A0DG-11A-43R-A12P-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
