"","x"
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A0DH-01A-11R-A084-07",-1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
"TCGA-E9-A1RF-11A-32R-A157-07",1
"TCGA-BH-A1EU-11A-23R-A137-07",1
"TCGA-A7-A0CE-01A-11R-A00Z-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-BH-A1EV-11A-24R-A137-07",1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
