"","x"
"TCGA-E9-A1RB-11A-33R-A157-07",1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-E2-A15K-01A-11R-A12P-07",-1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A18N-11A-43R-A12D-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-BH-A18U-11A-23R-A12D-07",1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-A7-A0CH-01A-21R-A00Z-07",-1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A0B7-01A-12R-A115-07",-1
