"","x"
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-BH-A0C0-01A-21R-A056-07",-1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-BH-A1EV-01A-11R-A137-07",-1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-BH-A1FH-11B-42R-A13Q-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-E9-A1N6-11A-32R-A144-07",1
