"","x"
"TCGA-A7-A13G-11A-51R-A13Q-07",1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-BH-A18S-01A-11R-A12D-07",-1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-A7-A13F-01A-11R-A12P-07",-1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-AC-A23H-01A-11R-A157-07",-1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A0B7-01A-12R-A115-07",-1
"TCGA-E9-A1RD-11A-33R-A157-07",1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-BH-A0DO-01B-11R-A12D-07",-1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-BH-A1FU-01A-11R-A14D-07",-1
"TCGA-BH-A1FM-11B-23R-A13Q-07",1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
