"","x"
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A18K-11A-13R-A12D-07",1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-GI-A2C9-01A-11R-A21T-07",-1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-A7-A13G-01A-11R-A13Q-07",-1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-E9-A1RC-01A-11R-A157-07",-1
"TCGA-A7-A0CE-01A-11R-A00Z-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-BH-A0DG-11A-43R-A12P-07",1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
