"","x"
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A18U-01A-21R-A12D-07",-1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A18N-11A-43R-A12D-07",1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-AC-A23H-01A-11R-A157-07",-1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A0B5-01A-11R-A12P-07",-1
