"","x"
"TCGA-AC-A23H-01A-11R-A157-07",-1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A0B3-01A-11R-A056-07",-1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-BH-A0AY-11A-23R-A089-07",1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A203-01A-12R-A169-07",-1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-BH-A1EU-11A-23R-A137-07",1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A18U-01A-21R-A12D-07",-1
"TCGA-BH-A1EV-01A-11R-A137-07",-1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
