"","x"
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-A7-A13F-01A-11R-A12P-07",-1
"TCGA-AC-A2FB-11A-13R-A17B-07",1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-E9-A1RB-11A-33R-A157-07",1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-E2-A1LB-01A-11R-A144-07",-1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-BH-A1EU-01A-11R-A137-07",-1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-BH-A18U-01A-21R-A12D-07",-1
"TCGA-BH-A0BA-11A-22R-A19E-07",1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A1EV-11A-24R-A137-07",1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-BH-A0C0-01A-21R-A056-07",-1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
