"","x"
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-BH-A0HA-11A-31R-A12P-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-E9-A1R7-11A-42R-A14M-07",1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-BH-A203-01A-12R-A169-07",-1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A18U-01A-21R-A12D-07",-1
"TCGA-BH-A0DO-01B-11R-A12D-07",-1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-BH-A0B5-01A-11R-A12P-07",-1
"TCGA-BH-A0AY-01A-21R-A00Z-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
