"","x"
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A0B3-01A-11R-A056-07",-1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-BH-A18U-11A-23R-A12D-07",1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-E9-A1RF-11A-32R-A157-07",1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-BH-A0DH-01A-11R-A084-07",-1
"TCGA-BH-A0B7-11A-34R-A115-07",1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-BH-A1EU-11A-23R-A137-07",1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-E2-A1LB-01A-11R-A144-07",-1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-A7-A0CH-01A-21R-A00Z-07",-1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-AC-A23H-01A-11R-A157-07",-1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-BH-A204-11A-53R-A157-07",1
