"","x"
"TCGA-BH-A1F0-11B-23R-A137-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-BH-A18U-11A-23R-A12D-07",1
"TCGA-BH-A0DT-01A-21R-A12D-07",-1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-BH-A1EU-01A-11R-A137-07",-1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-BH-A0DZ-01A-11R-A00Z-07",-1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-E9-A1RB-11A-33R-A157-07",1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A1EV-01A-11R-A137-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A18N-11A-43R-A12D-07",1
"TCGA-BH-A0DO-01B-11R-A12D-07",-1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
