"","x"
"TCGA-BH-A18V-01A-11R-A12D-07",-1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A0DH-01A-11R-A084-07",-1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-BH-A0BA-11A-22R-A19E-07",1
"TCGA-BH-A0DG-01A-21R-A12P-07",-1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-BH-A1F0-11B-23R-A137-07",1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A1EW-01A-11R-A137-07",-1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-BH-A0BC-11A-22R-A089-07",1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-BH-A0B7-01A-12R-A115-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A1FM-11B-23R-A13Q-07",1
