"","x"
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A18S-01A-11R-A12D-07",-1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-BH-A1FR-11B-42R-A13Q-07",1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-BH-A1FU-01A-11R-A14D-07",-1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-E2-A1LH-11A-22R-A14D-07",1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-BH-A18P-11A-43R-A12D-07",1
"TCGA-E2-A15M-11A-22R-A12D-07",1
