"","x"
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A0H9-01A-11R-A056-07",-1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-E9-A1ND-11A-43R-A144-07",1
"TCGA-A7-A0CH-01A-21R-A00Z-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-BH-A1EU-11A-23R-A137-07",1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-AC-A23H-01A-11R-A157-07",-1
"TCGA-E9-A1R7-11A-42R-A14M-07",1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-BH-A18U-11A-23R-A12D-07",1
"TCGA-E9-A1RB-01A-11R-A157-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-A7-A13G-11A-51R-A13Q-07",1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-BH-A1EV-01A-11R-A137-07",-1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-GI-A2C9-01A-11R-A21T-07",-1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A0BM-01A-11R-A056-07",-1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-BH-A18S-01A-11R-A12D-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
