"","x"
"TCGA-E9-A1R7-11A-42R-A14M-07",1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-BH-A0H7-01A-13R-A056-07",-1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-BH-A0BA-01A-11R-A056-07",-1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A18K-01A-11R-A12D-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A0DL-01A-11R-A115-07",-1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-E9-A1RC-11A-33R-A157-07",1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-A7-A13G-01A-11R-A13Q-07",-1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-A7-A0DB-11A-33R-A089-07",1
