"","x"
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A18U-11A-23R-A12D-07",1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A1EU-01A-11R-A137-07",-1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-A7-A0D9-01A-31R-A056-07",-1
"TCGA-BH-A1EU-11A-23R-A137-07",1
"TCGA-BH-A203-11A-42R-A169-07",1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-BH-A0BJ-11A-23R-A089-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A1ET-01A-11R-A137-07",-1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-E9-A1N9-01A-11R-A14D-07",-1
"TCGA-E2-A1L7-11A-33R-A144-07",1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-BH-A0BT-01A-11R-A12P-07",-1
"TCGA-BH-A0C3-11A-23R-A12P-07",1
