"","x"
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-E9-A1NA-11A-33R-A144-07",1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-BH-A0DV-11A-22R-A12P-07",1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-BH-A204-11A-53R-A157-07",1
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-E9-A1N5-01A-11R-A14D-07",-1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-BH-A1EW-11B-33R-A137-07",1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-BH-A1FE-01A-11R-A13Q-07",-1
"TCGA-E2-A158-11A-22R-A12D-07",1
"TCGA-E2-A1BC-11A-32R-A12P-07",1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-BH-A0BW-11A-12R-A115-07",1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-BH-A18J-01A-11R-A12D-07",-1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A0E1-01A-11R-A056-07",-1
