"","x"
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-E9-A1N6-11A-32R-A144-07",1
"TCGA-BH-A0H9-11A-22R-A466-07",1
"TCGA-BH-A0B5-11A-23R-A12P-07",1
"TCGA-BH-A18R-01A-11R-A12D-07",-1
"TCGA-A7-A13G-01A-11R-A13Q-07",-1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-BH-A0BV-01A-11R-A00Z-07",-1
"TCGA-E2-A1LB-11A-22R-A144-07",1
"TCGA-AC-A2FF-11A-13R-A17B-07",1
"TCGA-E2-A15M-11A-22R-A12D-07",1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-A7-A0CE-01A-11R-A00Z-07",-1
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-BH-A1EN-01A-11R-A13Q-07",-1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A1FN-11A-34R-A13Q-07",1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-GI-A2C8-11A-22R-A16F-07",1
"TCGA-BH-A1FR-01A-11R-A13Q-07",-1
"TCGA-BH-A18S-11A-43R-A12D-07",1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
"TCGA-BH-A0DP-11A-12R-A089-07",1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A0C0-01A-21R-A056-07",-1
"TCGA-A7-A0CH-11A-32R-A089-07",1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
"TCGA-E2-A15M-01A-11R-A12D-07",-1
"TCGA-BH-A18P-01A-11R-A12D-07",-1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
