"","x"
"TCGA-BH-A0BW-01A-11R-A115-07",-1
"TCGA-BH-A203-01A-12R-A169-07",-1
"TCGA-BH-A1F6-11B-94R-A13Q-07",1
"TCGA-E9-A1NF-11A-73R-A14D-07",1
"TCGA-E9-A1NG-01A-21R-A14M-07",-1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-BH-A0DZ-01A-11R-A00Z-07",-1
"TCGA-BH-A0DH-01A-11R-A084-07",-1
"TCGA-BH-A1FD-11B-21R-A13Q-07",1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-A7-A0D9-11A-53R-A089-07",1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-BH-A0DZ-11A-22R-A089-07",1
"TCGA-AC-A2FM-11B-32R-A19W-07",1
"TCGA-BH-A18L-11A-42R-A12D-07",1
"TCGA-GI-A2C8-01A-11R-A16F-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-E9-A1RD-11A-33R-A157-07",1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-BH-A1EU-01A-11R-A137-07",-1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-BH-A0BV-11A-31R-A089-07",1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A0BZ-11A-61R-A12P-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-E9-A1RH-01A-21R-A169-07",-1
"TCGA-BH-A0DK-01A-21R-A056-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-GI-A2C8-11A-22R-A16F-07",1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
