"","x"
"TCGA-E9-A1NA-01A-11R-A144-07",-1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-BH-A0HA-01A-11R-A12P-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A18Q-01A-12R-A12D-07",-1
"TCGA-E9-A1RD-01A-11R-A157-07",-1
"TCGA-BH-A1FN-01A-11R-A13Q-07",-1
"TCGA-E2-A1LH-01A-11R-A14D-07",-1
"TCGA-BH-A0E1-11A-13R-A089-07",1
"TCGA-BH-A18M-11A-33R-A12D-07",1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-E2-A1IG-11A-22R-A144-07",1
"TCGA-BH-A1FG-11B-12R-A13Q-07",1
"TCGA-BH-A0BQ-01A-21R-A115-07",-1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-BH-A0BA-11A-22R-A19E-07",1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-AC-A23H-11A-12R-A157-07",1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A1F0-01A-11R-A137-07",-1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-BH-A0BA-01A-11R-A056-07",-1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-BH-A18R-11A-42R-A12D-07",1
"TCGA-E9-A1N4-11A-33R-A14M-07",1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-E2-A15K-11A-13R-A12P-07",1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-A7-A13G-11A-51R-A13Q-07",1
"TCGA-BH-A208-01A-11R-A157-07",-1
"TCGA-BH-A0DO-01B-11R-A12D-07",-1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
"TCGA-BH-A0B7-01A-12R-A115-07",-1
"TCGA-BH-A1FD-01A-11R-A13Q-07",-1
"TCGA-BH-A1FR-11B-42R-A13Q-07",1
"TCGA-E9-A1RF-11A-32R-A157-07",1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A0HK-11A-11R-A089-07",1
