"","x"
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-BH-A0H5-01A-21R-A115-07",-1
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-E9-A1N5-11A-41R-A14D-07",1
"TCGA-BH-A1F2-01A-31R-A13Q-07",-1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A18M-01A-11R-A12D-07",-1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-E9-A1RD-11A-33R-A157-07",1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0BZ-01A-31R-A12P-07",-1
"TCGA-E2-A153-01A-12R-A12D-07",-1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-BH-A0BT-11A-21R-A12P-07",1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-E9-A1RI-11A-41R-A169-07",1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-BH-A18U-11A-23R-A12D-07",1
"TCGA-E9-A1N6-11A-32R-A144-07",1
"TCGA-BH-A0AZ-11A-22R-A12P-07",1
"TCGA-BH-A18U-01A-21R-A12D-07",-1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-BH-A1F8-11B-21R-A13Q-07",1
"TCGA-BH-A0HK-11A-11R-A089-07",1
"TCGA-E9-A1N6-01A-11R-A144-07",-1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-BH-A18V-11A-52R-A12D-07",1
"TCGA-E2-A1BC-01A-11R-A12P-07",-1
"TCGA-BH-A0AY-01A-21R-A00Z-07",-1
"TCGA-E9-A1NG-11A-52R-A14M-07",1
"TCGA-E2-A1IG-01A-11R-A144-07",-1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A18J-11A-31R-A12D-07",1
"TCGA-BH-A0C0-11A-21R-A089-07",1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-BH-A0B3-11B-21R-A089-07",1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A1FH-01A-12R-A13Q-07",-1
"TCGA-E2-A1L7-11A-33R-A144-07",1
"TCGA-BH-A1EU-01A-11R-A137-07",-1
