"","x"
"TCGA-E9-A1RF-01A-11R-A157-07",-1
"TCGA-BH-A209-01A-11R-A157-07",-1
"TCGA-E9-A1N9-11A-71R-A14D-07",1
"TCGA-BH-A204-01A-11R-A157-07",-1
"TCGA-BH-A0DD-01A-31R-A12P-07",-1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-GI-A2C9-11A-22R-A21T-07",1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A0DP-01A-21R-A056-07",-1
"TCGA-BH-A0AZ-01A-21R-A12P-07",-1
"TCGA-E2-A1L7-01A-11R-A144-07",-1
"TCGA-BH-A0B8-01A-21R-A056-07",-1
"TCGA-BH-A1FJ-01A-11R-A13Q-07",-1
"TCGA-A7-A0CE-11A-21R-A089-07",1
"TCGA-AC-A2FM-01A-11R-A19W-07",-1
"TCGA-BH-A0DK-11A-13R-A089-07",1
"TCGA-BH-A0DV-01A-21R-A12P-07",-1
"TCGA-BH-A1FE-11B-14R-A13Q-07",1
"TCGA-BH-A0DD-11A-23R-A12P-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A0H7-01A-13R-A056-07",-1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-BH-A209-11A-42R-A157-07",1
"TCGA-BH-A1F2-11A-32R-A13Q-07",1
"TCGA-E2-A1LS-11A-32R-A157-07",1
"TCGA-E9-A1RI-01A-11R-A169-07",-1
"TCGA-BH-A0BS-01A-11R-A12P-07",-1
"TCGA-BH-A0DO-11A-22R-A12D-07",1
"TCGA-BH-A0E0-11A-13R-A089-07",1
"TCGA-BH-A0DQ-11A-12R-A089-07",1
"TCGA-E2-A15I-11A-32R-A137-07",1
"TCGA-BH-A18L-01A-32R-A12D-07",-1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-BH-A1FC-11A-32R-A13Q-07",1
"TCGA-BH-A0BJ-01A-11R-A056-07",-1
"TCGA-A7-A13E-01A-11R-A12P-07",-1
"TCGA-BH-A0BC-01A-22R-A084-07",-1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A208-11A-51R-A157-07",1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-E2-A153-11A-31R-A12D-07",1
"TCGA-BH-A1F8-01A-11R-A13Q-07",-1
"TCGA-A7-A0DB-11A-33R-A089-07",1
"TCGA-E9-A1R7-01A-11R-A14M-07",-1
