"","x"
"TCGA-BH-A0HK-01A-11R-A056-07",-1
"TCGA-BH-A0DH-11A-31R-A089-07",1
"TCGA-BH-A1FU-11A-23R-A14D-07",1
"TCGA-BH-A0DL-11A-13R-A115-07",1
"TCGA-A7-A13G-11A-51R-A13Q-07",1
"TCGA-BH-A1F6-01A-11R-A13Q-07",-1
"TCGA-BH-A0B8-11A-41R-A089-07",1
"TCGA-BH-A1FC-01A-11R-A13Q-07",-1
"TCGA-E9-A1NF-01A-11R-A14D-07",-1
"TCGA-BH-A1FB-01A-11R-A13Q-07",-1
"TCGA-BH-A0DT-11A-12R-A12D-07",1
"TCGA-E2-A1LS-01A-12R-A157-07",-1
"TCGA-BH-A0H7-11A-13R-A089-07",1
"TCGA-A7-A13F-11A-42R-A12P-07",1
"TCGA-BH-A0BQ-11A-33R-A115-07",1
"TCGA-E2-A15I-01A-21R-A137-07",-1
"TCGA-AC-A2FF-01A-11R-A17B-07",-1
"TCGA-E9-A1N4-01A-11R-A14M-07",-1
"TCGA-BH-A0B7-01A-12R-A115-07",-1
"TCGA-BH-A1FB-11A-33R-A13Q-07",1
"TCGA-BH-A0C3-01A-21R-A12P-07",-1
"TCGA-BH-A0BA-11A-22R-A19E-07",1
"TCGA-BH-A1EO-11A-31R-A137-07",1
"TCGA-BH-A1FG-01A-11R-A13Q-07",-1
"TCGA-E2-A158-01A-11R-A12D-07",-1
"TCGA-E9-A1ND-01A-11R-A144-07",-1
"TCGA-BH-A0BS-11A-11R-A12P-07",1
"TCGA-E9-A1RH-11A-34R-A169-07",1
"TCGA-AC-A2FB-01A-11R-A17B-07",-1
"TCGA-BH-A0AU-11A-11R-A12P-07",1
"TCGA-BH-A0H5-11A-62R-A115-07",1
"TCGA-BH-A1FM-01A-11R-A13Q-07",-1
"TCGA-BH-A1EO-01A-11R-A137-07",-1
"TCGA-BH-A1ET-11B-23R-A137-07",1
"TCGA-A7-A0DB-01A-11R-A00Z-07",-1
"TCGA-BH-A0AU-01A-11R-A12P-07",-1
"TCGA-BH-A0E0-01A-11R-A056-07",-1
"TCGA-BH-A0BM-11A-12R-A089-07",1
"TCGA-BH-A18N-01A-11R-A12D-07",-1
"TCGA-BH-A0DQ-01A-11R-A084-07",-1
"TCGA-BH-A18Q-11A-34R-A12D-07",1
"TCGA-BH-A1EN-11A-23R-A13Q-07",1
"TCGA-A7-A13E-11A-61R-A12P-07",1
"TCGA-BH-A1FJ-11B-42R-A13Q-07",1
